species,number of plants studied,mycorrhiza type,AM intensity,AM method,EcM intensity,EcM frequency,EcM method,ErM intensity,ErM frequency,ErM method,OrM intensity,OrM frequency,OrM method,remark_mycorrhiza_ type,curator_remark_1_name,curator_remark_1_comment,curator_remark_2_name,curator _remark_2_comment,curator_remark_3_name,curator_remark_3_comment,other_remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer negundo,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer negundo,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer platanoides,,AM; others not addressed,99.98707,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer platanoides,,AM; others not addressed,99.78393,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer platanoides,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer platanoides,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer platanoides,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,"incorrect report (this genus is AM, most reports of this species are AM-only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer pseudoplatanus,,AM; others not addressed,99.98707,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer pseudoplatanus,,AM; others not addressed,99.12181,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer pseudoplatanus,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer pseudoplatanus,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,"incorrect report (this genus is AM, most reports of this species are AM-only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer pseudoplatanus,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,"incorrect report (this genus is AM, most reports of this species are AM-only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer pseudosieboldianum,,AM; others not addressed,99.7269,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer pseudosieboldianum,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer pseudosieboldianum,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,"incorrect report (this genus is AM, most reports of this species are AM-only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer pentapomicum,,AM; others not addressed,99.91542,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer rubrum,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer rubrum,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer saccharinum,,AM; others not addressed,99.56391,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer saccharum,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer saccharum,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer tataricum subsemenovii,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer spicatum,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer spicatum,,AM; others not addressed,99.98707,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer tataricum,,AM; others not addressed,99.78393,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer tataricum,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer tataricum,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer tegmentosum,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer tegmentosum,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,incorrect report (this genus is AM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer platanoides subturkestanicum,,AM; others not addressed,99.44912,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer caudatum subukurundense,,EcM; others not addressed,,,,,,,,,,,,,Leho Tedersoo,incorrect report (this genus is AM),Mark Brundrett,incorrect report,Laura M. Suz,not ECM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea macrocephala,,AM; others not addressed,62.23371,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,99.65486,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,99.93311,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,99.97932,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,99.30432,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,99.95817,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,76.92249,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,99.30432,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,99.12181,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,99.8648,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,99.8648,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,16.60479,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,53.67461,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,62.23371,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,44.89337,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,95.61651,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,67.57482,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea nobilis,,AM; others not addressed,98.60276,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea ptarmica,,AM; others not addressed,67.57482,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea salicifolia,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,87.08393,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; others not addressed,99.8648,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achillea millefolium,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acianthus caudatus,,OM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum anthora,,AM; others not addressed,98.60276,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum nasutum,,AM; others not addressed,87.08393,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum nasutum,,AM; others not addressed,99.98707,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum nasutum,,AM; others not addressed,39.17886,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum nasutum,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,probably incorrect (this genus is AM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,89.50335,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,98.23945,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,39.17886,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,98.60276,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,96.50182,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,97.78379,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,99.91542,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,97.78379,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,97.21355,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum septentrionale,,AM; others not addressed,94.51986,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acorus calamus,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodanthe chlorocephala subrosea,,AM; others not addressed,98.60276,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,misleading report from EcM perspective (this group of Myrtaceae is EcM-AM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodanthe chlorocephala subrosea,,AM; others not addressed,98.60276,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,misleading report from EcM perspective (this group of Myrtaceae is EcM-AM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodanthe chlorocephala subrosea,,AM; others not addressed,8.048541,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,misleading report from EcM perspective (this group of Myrtaceae is EcM-AM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhaponticum repens,,AM; others not addressed,98.60276,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhaponticum repens,,AM; others not addressed,98.60276,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actaea spicata,,AM; others not addressed,99.80782,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actaea spicata,,AM; others not addressed,99.7269,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actaea spicata,,AM; others not addressed,67.57482,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actaea spicata,,AM; others not addressed,39.17886,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actaea spicata,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinidia kolomikta,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,probably incorrect (this genus is AM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinidia polygama,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,probably incorrect (this genus is AM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenophora liliifolia,,AM; others not addressed,99.97932,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
